Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Vehicle_Type,Vehicle_Condition,Vehicle_Price,Down_Payment,Loan_Amount,Loan_Tenure,Vehicle_Usage,Number_of_Dependents,Loan_Approval
VL101244,27,Business Owner,Business,34300,5.6,500,Car,New,888000,111700,776300,3,Personal,2,Approved
VL101245,24,Salaried,Permanent,50900,4.0,0,Commercial Vehicle,New,2058000,561500,1496500,1,Personal,3,Approved
VL101246,38,Private Employee,Permanent,55200,3.9,4000,SUV,New,1259000,183300,1075700,7,Business,0,Approved
VL101247,36,Salaried,Contract,15000,8.5,2600,Motorcycle,New,106000,23900,82100,3,Business,2,Rejected
VL101248,31,Salaried,Permanent,75000,1.1,0,Car,New,711000,178900,532100,7,Personal,4,Approved
VL101249,39,Salaried,Permanent,56000,1.1,6400,SUV,New,1413000,313600,1099400,5,Personal,2,Rejected
VL101250,35,Salaried,Contract,25300,6.4,2900,Scooter,New,73000,20100,52900,5,Business,3,Approved
VL101251,29,Private Employee,Permanent,30400,1.5,5000,Commercial Vehicle,New,1953000,175600,1777400,2,Personal,1,Rejected
VL101252,24,Self Employed,Self Employed,40500,2.1,600,Car,New,844000,208900,635100,5,Personal,0,Approved
VL101253,34,Salaried,Permanent,31000,1.4,7400,Car,New,909000,166800,742200,2,Personal,1,Rejected
VL101254,31,Self Employed,Self Employed,20400,9.0,2300,Electric Vehicle,New,1459000,291900,1167100,2,Business,3,Rejected
VL101255,31,Salaried,Permanent,24700,7.6,3300,Motorcycle,Used,51000,9800,41200,5,Personal,2,Approved
VL101256,33,Government Employee,Permanent,49600,3.7,2900,Scooter,Used,40000,7300,32700,1,Personal,2,Approved
VL101257,34,Private Employee,Permanent,22800,2.7,4300,Commercial Vehicle,Used,942000,308800,633200,3,Personal,0,Rejected
VL101258,29,Government Employee,Permanent,35700,5.8,10600,Car,Used,422000,107600,314400,3,Personal,2,Rejected
VL101259,40,Government Employee,Permanent,44900,2.5,3300,Car,New,702000,0,702000,3,Personal,1,Approved
VL101260,31,Professional,Permanent,41400,3.0,5000,Scooter,New,87000,23300,63700,2,Personal,1,Approved
VL101261,37,Private Employee,Permanent,31300,12.1,4700,Car,New,756000,187000,569000,3,Personal,2,Rejected
VL101262,26,Private Employee,Permanent,27900,3.1,6000,Motorcycle,New,110000,14800,95200,3,Business,1,Rejected
VL101263,30,Self Employed,Self Employed,22300,5.0,4000,Car,Used,626000,144700,481300,2,Personal,0,Rejected
VL101264,39,Salaried,Contract,42900,4.3,6100,Scooter,New,81000,16000,65000,3,Personal,2,Approved
VL101265,22,Professional,Contract,24500,1.6,3600,Electric Vehicle,New,1324000,289400,1034600,3,Personal,1,Rejected
VL101266,46,Salaried,Permanent,92400,9.6,15800,Car,New,946000,122500,823500,5,Commercial,2,Approved
VL101267,39,Salaried,Permanent,32800,11.9,6000,Motorcycle,New,120000,8700,111300,2,Business,4,Approved
VL101268,34,Salaried,Permanent,41000,0.6,7600,Car,New,683000,217500,465500,2,Business,2,Approved
VL101269,39,Self Employed,Self Employed,27100,13.7,1500,Scooter,Used,40000,6200,33800,5,Personal,1,Approved
VL101270,23,Private Employee,Permanent,49000,1.2,15900,Scooter,New,81000,11300,69700,3,Business,2,Rejected
VL101271,37,Salaried,Permanent,15500,4.9,2000,Electric Vehicle,New,1434000,351600,1082400,3,Personal,1,Rejected
VL101272,21,Private Employee,Permanent,44000,0.9,6400,Car,Used,548000,87300,460700,7,Personal,2,Rejected
VL101273,42,Government Employee,Permanent,32700,13.1,5800,Car,Used,424000,94100,329900,5,Personal,1,Approved
VL101274,26,Government Employee,Permanent,125700,0.4,18500,Motorcycle,New,108000,14100,93900,7,Business,2,Approved
VL101275,41,Private Employee,Contract,35600,14.7,6300,Motorcycle,Used,60000,14600,45400,5,Personal,2,Approved
VL101276,25,Private Employee,Contract,25500,3.6,1300,Electric Vehicle,New,1328000,382900,945100,3,Personal,1,Rejected
VL101277,34,Government Employee,Permanent,55900,12.1,5900,Motorcycle,New,106000,23000,83000,5,Personal,4,Approved
VL101278,35,Self Employed,Self Employed,39600,0.9,4100,Electric Vehicle,New,1329000,141900,1187100,2,Business,3,Approved
VL101279,34,Salaried,Permanent,19200,1.2,3400,SUV,New,1486000,350000,1136000,3,Commercial,1,Rejected
VL101280,39,Self Employed,Self Employed,77700,2.9,8500,Motorcycle,Used,57000,7600,49400,3,Commercial,1,Approved
VL101281,24,Private Employee,Permanent,20800,1.2,2500,SUV,Used,970000,213300,756700,2,Personal,4,Rejected
VL101282,21,Self Employed,Self Employed,30400,0.4,3700,Car,Used,647000,17500,629500,3,Commercial,0,Rejected
VL101283,28,Business Owner,Business,42100,2.4,8900,Motorcycle,New,117000,33200,83800,7,Personal,1,Approved
VL101284,44,Private Employee,Permanent,38300,14.9,0,Scooter,New,67000,15100,51900,2,Personal,4,Rejected
VL101285,31,Government Employee,Permanent,53900,1.1,7300,SUV,New,1381000,301200,1079800,5,Personal,1,Approved
VL101286,28,Salaried,Contract,20100,3.2,1400,Car,New,918000,266600,651400,5,Personal,3,Rejected
VL101287,50,Government Employee,Permanent,33500,5.9,0,Motorcycle,New,109000,5200,103800,5,Commercial,2,Approved
VL101288,25,Salaried,Permanent,25100,5.0,400,SUV,New,1193000,151500,1041500,2,Commercial,2,Approved
VL101289,42,Business Owner,Business,48500,8.1,700,SUV,New,1440000,238400,1201600,1,Personal,0,Approved
VL101290,25,Salaried,Contract,55900,0.9,3700,Commercial Vehicle,New,1635000,0,1635000,3,Business,0,Rejected
VL101291,25,Salaried,Permanent,31500,2.5,1100,Motorcycle,New,124000,27600,96400,2,Personal,0,Approved
VL101292,42,Salaried,Permanent,34400,22.0,3600,Scooter,New,84000,8700,75300,1,Personal,2,Approved
VL101293,40,Private Employee,Permanent,28900,3.4,4700,Car,Used,591000,184000,407000,2,Personal,4,Rejected
VL101294,27,Professional,Permanent,22500,1.2,2600,Car,New,894000,107900,786100,3,Personal,3,Approved
VL101295,21,Salaried,Permanent,48200,0.2,2200,Car,New,740000,222100,517900,3,Business,0,Approved
VL101296,33,Professional,Permanent,23600,11.7,2700,SUV,New,1536000,170200,1365800,3,Personal,2,Rejected
VL101297,32,Business Owner,Business,36100,1.8,5400,Motorcycle,Used,64000,19600,44400,2,Personal,2,Approved
VL101298,51,Private Employee,Permanent,48000,8.9,9300,Scooter,New,89000,15800,73200,5,Business,1,Approved
VL101299,23,Self Employed,Self Employed,18600,0.3,600,Car,New,733000,100600,632400,3,Personal,0,Rejected
VL101300,32,Salaried,Permanent,39100,12.0,9300,Car,Used,479000,173000,306000,3,Commercial,2,Approved
VL101301,33,Self Employed,Self Employed,22500,2.8,2600,Motorcycle,New,118000,33700,84300,5,Personal,4,Approved
VL101302,33,Business Owner,Business,43100,12.6,4800,Electric Vehicle,New,1435000,265700,1169300,3,Personal,1,Approved
VL101303,28,Salaried,Contract,37500,5.4,1600,Scooter,New,67000,3200,63800,2,Personal,2,Approved
VL101304,29,Private Employee,Permanent,26400,6.2,0,Commercial Vehicle,New,2140000,241600,1898400,5,Commercial,2,Rejected
VL101305,32,Salaried,Contract,41500,12.0,0,Car,New,690000,145400,544600,5,Personal,1,Approved
VL101306,37,Salaried,Contract,45900,3.0,11200,Commercial Vehicle,New,2055000,303200,1751800,1,Business,2,Approved
VL101307,42,Salaried,Permanent,21000,22.0,4500,SUV,New,1408000,159000,1249000,5,Personal,3,Rejected
VL101308,37,Salaried,Contract,38200,6.0,5700,Motorcycle,New,112000,20900,91100,2,Personal,1,Approved
VL101309,29,Business Owner,Business,26600,4.4,300,Commercial Vehicle,New,1977000,552500,1424500,5,Personal,1,Approved
VL101310,44,Salaried,Permanent,50500,12.9,4600,Car,New,738000,267500,470500,7,Personal,0,Approved
VL101311,37,Salaried,Permanent,15000,1.5,0,Electric Vehicle,New,1343000,158800,1184200,5,Commercial,2,Rejected
VL101312,37,Self Employed,Self Employed,44200,10.5,2300,Commercial Vehicle,Used,984000,139600,844400,7,Personal,1,Rejected
VL101313,27,Salaried,Permanent,20200,0.6,0,Car,Used,404000,119400,284600,5,Commercial,2,Rejected
VL101314,45,Professional,Permanent,29500,17.0,2000,Scooter,Used,43000,4600,38400,2,Personal,1,Approved
VL101315,35,Government Employee,Permanent,67300,7.8,4800,Commercial Vehicle,New,1590000,242400,1347600,2,Personal,2,Approved
VL101316,42,Business Owner,Business,18500,9.0,900,Motorcycle,New,112000,23800,88200,5,Personal,1,Rejected
VL101317,30,Government Employee,Permanent,40200,0.9,1000,Motorcycle,New,120000,36200,83800,2,Personal,4,Approved
VL101318,27,Salaried,Permanent,22800,1.9,2000,Scooter,New,66000,4000,62000,3,Personal,2,Rejected
VL101319,21,Professional,Contract,66500,0.2,9500,Car,Used,541000,99300,441700,3,Personal,2,Rejected
VL101320,35,Professional,Permanent,43000,7.1,8700,Scooter,New,80000,8500,71500,3,Personal,1,Approved
VL101321,25,Government Employee,Permanent,119200,3.4,5300,Scooter,Used,46000,14100,31900,3,Personal,0,Approved
VL101322,25,Salaried,Permanent,38800,2.0,5700,Commercial Vehicle,Used,980000,230300,749700,2,Personal,0,Approved
VL101323,42,Private Employee,Permanent,54200,5.0,7900,Scooter,Used,40000,7200,32800,5,Personal,1,Approved
VL101324,38,Self Employed,Self Employed,34200,4.4,4400,Car,Used,679000,121600,557400,7,Personal,0,Approved
VL101325,26,Government Employee,Permanent,85100,4.8,14500,SUV,Used,540000,131900,408100,7,Personal,2,Approved
VL101326,21,Private Employee,Permanent,38000,0.6,4200,Electric Vehicle,Used,756000,102900,653100,2,Commercial,0,Rejected
VL101327,23,Government Employee,Permanent,66100,1.2,6500,Electric Vehicle,Used,621000,108800,512200,7,Personal,1,Approved
VL101328,53,Private Employee,Permanent,16400,33.0,2400,Motorcycle,New,113000,18000,95000,2,Personal,3,Rejected
VL101329,35,Business Owner,Business,37700,15.0,9500,Motorcycle,Used,70000,13600,56400,2,Personal,0,Approved
VL101330,27,Salaried,Contract,29600,2.3,0,SUV,Used,976000,286400,689600,2,Business,3,Approved
VL101331,41,Salaried,Contract,50700,3.8,5700,Motorcycle,New,112000,14300,97700,1,Personal,1,Rejected
VL101332,28,Private Employee,Permanent,63300,1.8,4100,Motorcycle,New,121000,31400,89600,5,Personal,2,Approved
VL101333,25,Self Employed,Self Employed,85700,5.0,1100,Commercial Vehicle,New,2062000,452200,1609800,2,Personal,2,Approved
VL101334,36,Government Employee,Permanent,21400,8.9,3000,SUV,New,1387000,250600,1136400,3,Personal,1,Rejected
VL101335,35,Private Employee,Permanent,62000,9.8,4600,Electric Vehicle,New,1360000,357100,1002900,3,Business,1,Approved
VL101336,22,Government Employee,Permanent,31700,2.0,1900,Electric Vehicle,Used,646000,129500,516500,3,Business,0,Approved
VL101337,31,Salaried,Permanent,65600,7.3,8300,Electric Vehicle,New,1529000,358100,1170900,2,Commercial,4,Approved
VL101338,24,Professional,Permanent,37300,0.4,6100,Commercial Vehicle,New,1644000,496800,1147200,1,Personal,1,Approved
VL101339,37,Salaried,Contract,74000,15.2,900,Motorcycle,Used,81000,13100,67900,2,Personal,1,Rejected
VL101340,33,Private Employee,Permanent,27200,10.3,3200,Car,New,853000,134300,718700,5,Personal,0,Rejected
VL101341,43,Salaried,Contract,56200,11.9,11900,Motorcycle,New,107000,26300,80700,1,Personal,0,Approved
VL101342,23,Salaried,Permanent,21000,0.8,2400,Electric Vehicle,New,1127000,216800,910200,7,Personal,0,Rejected
VL101343,37,Business Owner,Business,20600,9.5,1900,Motorcycle,New,114000,32800,81200,7,Commercial,1,Approved
VL101344,28,Salaried,Permanent,21400,1.9,1800,Scooter,New,81000,31000,50000,3,Personal,0,Approved
VL101345,40,Professional,Permanent,33700,11.2,0,Car,Used,454000,152500,301500,3,Personal,1,Approved
VL101346,21,Government Employee,Permanent,33000,0.2,0,Electric Vehicle,Used,858000,98800,759200,2,Personal,2,Rejected
VL101347,45,Salaried,Contract,45100,3.0,8000,Electric Vehicle,New,1135000,294600,840400,3,Personal,1,Rejected
VL101348,42,Business Owner,Business,41500,7.8,10700,Car,Used,452000,16700,435300,7,Commercial,0,Rejected
VL101349,35,Private Employee,Permanent,33700,1.5,7700,Car,New,750000,171400,578600,2,Business,2,Rejected
VL101350,48,Private Employee,Permanent,42600,28.0,10800,SUV,New,1268000,224800,1043200,1,Business,2,Approved
VL101351,30,Self Employed,Self Employed,32400,8.2,2400,Scooter,New,85000,20400,64600,2,Commercial,2,Approved
VL101352,47,Private Employee,Permanent,47700,24.2,4300,Scooter,New,77000,15100,61900,3,Personal,0,Approved
VL101353,40,Salaried,Permanent,23900,7.4,100,Motorcycle,New,114000,18000,96000,3,Personal,3,Rejected
VL101354,32,Business Owner,Business,45700,10.4,700,Scooter,New,68000,14600,53400,2,Personal,1,Approved
VL101355,48,Private Employee,Permanent,17500,10.4,2800,Commercial Vehicle,Used,1334000,402300,931700,5,Commercial,0,Rejected
VL101356,37,Self Employed,Self Employed,74100,1.3,3300,Motorcycle,New,119000,47700,71300,5,Personal,3,Approved
VL101357,31,Salaried,Permanent,22600,4.1,1300,Commercial Vehicle,Used,1089000,343000,746000,3,Commercial,3,Rejected
VL101358,42,Business Owner,Business,21800,15.6,1600,SUV,Used,838000,226800,611200,7,Business,2,Approved
VL101359,31,Private Employee,Contract,70300,6.9,12200,Car,New,737000,205900,531100,2,Personal,4,Approved
VL101360,24,Self Employed,Self Employed,28600,3.0,2900,SUV,New,1595000,295100,1299900,1,Personal,1,Approved
VL101361,37,Private Employee,Permanent,66900,2.3,3500,Car,New,704000,135800,568200,5,Personal,4,Approved
VL101362,37,Salaried,Permanent,37300,5.9,3800,Car,New,826000,217700,608300,7,Personal,0,Rejected
VL101363,35,Private Employee,Permanent,17500,15.0,3000,SUV,Used,738000,37400,700600,3,Personal,2,Rejected
VL101364,34,Self Employed,Self Employed,32700,3.9,1700,Scooter,Used,63000,14900,48100,7,Business,1,Approved
VL101365,29,Business Owner,Business,15000,6.2,300,Car,New,738000,138000,600000,5,Commercial,0,Rejected
VL101366,27,Professional,Permanent,44600,4.4,1200,SUV,Used,504000,90100,413900,5,Personal,1,Approved
VL101367,43,Government Employee,Permanent,53900,3.0,13900,Motorcycle,Used,71000,7300,63700,5,Personal,1,Approved
VL101368,35,Salaried,Permanent,47200,15.0,1900,Car,New,766000,166400,599600,5,Business,0,Approved
VL101369,35,Salaried,Permanent,26100,8.5,2600,SUV,New,1370000,186100,1183900,2,Personal,3,Rejected
VL101370,21,Professional,Permanent,39700,0.5,0,Car,New,870000,189900,680100,5,Commercial,2,Approved
VL101371,41,Private Employee,Permanent,19800,19.9,5600,Car,New,946000,195400,750600,5,Personal,0,Rejected
VL101372,28,Private Employee,Permanent,46000,0.3,2400,Car,New,926000,131300,794700,3,Personal,0,Approved
VL101373,29,Self Employed,Self Employed,47700,0.6,6600,Electric Vehicle,New,1461000,434300,1026700,2,Personal,0,Approved
VL101374,39,Salaried,Contract,27300,6.3,2500,Electric Vehicle,Used,701000,125800,575200,3,Business,0,Approved
VL101375,28,Private Employee,Contract,25700,0.2,1100,Motorcycle,New,106000,26100,79900,2,Personal,0,Approved
VL101376,34,Private Employee,Permanent,23000,4.9,3600,Motorcycle,Used,44000,4700,39300,5,Business,1,Approved
VL101377,35,Salaried,Permanent,72500,11.9,3800,Car,New,845000,149200,695800,5,Personal,1,Approved
VL101378,36,Government Employee,Permanent,25900,3.9,4600,Car,New,773000,87800,685200,5,Business,1,Approved
VL101379,35,Salaried,Contract,62200,15.0,19200,Scooter,Used,47000,9500,37500,2,Personal,1,Approved
VL101380,37,Business Owner,Business,33700,2.5,5700,Commercial Vehicle,Used,1270000,290700,979300,2,Commercial,4,Rejected
VL101381,42,Government Employee,Permanent,19100,10.9,600,Scooter,Used,55000,12500,42500,5,Business,0,Approved
VL101382,36,Government Employee,Permanent,26500,16.0,2200,Motorcycle,Used,69000,24100,44900,2,Personal,2,Approved
VL101383,48,Government Employee,Permanent,33200,11.1,0,Motorcycle,New,108000,30300,77700,5,Personal,2,Approved
VL101384,32,Professional,Permanent,27400,1.1,0,SUV,Used,725000,49300,675700,1,Personal,2,Rejected
VL101385,34,Private Employee,Permanent,49900,1.6,0,Motorcycle,Used,49000,13400,35600,5,Personal,4,Rejected
VL101386,54,Private Employee,Permanent,29100,34.0,3000,Car,Used,398000,54100,343900,3,Personal,4,Rejected
VL101387,28,Private Employee,Contract,37600,1.9,4800,Commercial Vehicle,Used,1227000,330700,896300,5,Personal,3,Rejected
VL101388,29,Salaried,Contract,31600,7.5,4000,SUV,Used,726000,35100,690900,3,Commercial,2,Rejected
VL101389,31,Private Employee,Permanent,31300,4.0,4300,Motorcycle,New,120000,22000,98000,2,Commercial,1,Approved
VL101390,49,Salaried,Contract,28000,17.0,3100,Scooter,Used,54000,12500,41500,3,Personal,3,Rejected
VL101391,39,Private Employee,Permanent,30900,5.1,5100,Electric Vehicle,New,1390000,159800,1230200,7,Personal,0,Rejected
VL101392,42,Private Employee,Permanent,64900,4.5,7400,Car,New,872000,277800,594200,5,Personal,1,Rejected
VL101393,32,Self Employed,Self Employed,34100,3.1,1300,Car,Used,304000,115400,188600,5,Commercial,3,Approved
VL101394,26,Salaried,Permanent,45300,2.7,7600,Scooter,New,72000,13900,58100,3,Personal,0,Approved
VL101395,25,Salaried,Permanent,48600,0.4,500,SUV,New,1492000,403600,1088400,5,Personal,0,Rejected
VL101396,31,Private Employee,Permanent,23000,2.5,600,Car,New,822000,230100,591900,5,Commercial,1,Rejected
VL101397,43,Salaried,Contract,21700,23.0,5700,Motorcycle,New,122000,17600,104400,1,Personal,4,Rejected
VL101398,33,Salaried,Permanent,18500,6.2,300,Car,New,723000,103000,620000,3,Business,2,Approved
VL101399,38,Professional,Contract,25100,5.0,4200,Scooter,New,87000,20200,66800,5,Commercial,2,Rejected
VL101400,21,Self Employed,Self Employed,48200,0.6,7000,Commercial Vehicle,New,1571000,522000,1049000,2,Personal,3,Approved
VL101401,31,Salaried,Contract,16200,7.5,100,Motorcycle,Used,85000,24700,60300,5,Personal,4,Approved
VL101402,28,Government Employee,Permanent,43300,0.8,13700,Scooter,Used,50000,3300,46700,3,Commercial,1,Rejected
VL101403,36,Salaried,Permanent,24100,13.2,1900,Motorcycle,Used,63000,19400,43600,5,Personal,1,Approved
VL101404,49,Self Employed,Self Employed,46100,5.2,3200,Car,New,728000,221900,506100,5,Personal,0,Rejected
VL101405,43,Professional,Permanent,27700,3.8,2000,SUV,Used,545000,0,545000,2,Personal,0,Rejected
VL101406,30,Professional,Permanent,44700,7.9,6100,Scooter,New,78000,20900,57100,5,Commercial,0,Approved
VL101407,22,Salaried,Permanent,48200,1.6,2100,Car,New,785000,160200,624800,3,Personal,3,Approved
VL101408,38,Self Employed,Self Employed,25200,1.5,0,SUV,Used,845000,268700,576300,2,Commercial,0,Approved
VL101409,35,Salaried,Contract,30200,8.9,4600,Commercial Vehicle,New,1992000,577800,1414200,2,Personal,4,Rejected
VL101410,36,Professional,Permanent,27500,10.4,0,Motorcycle,New,125000,31400,93600,2,Business,1,Approved
VL101411,29,Salaried,Permanent,33200,5.6,0,Car,New,843000,182400,660600,7,Personal,1,Approved
VL101412,41,Salaried,Permanent,33600,14.9,1600,Motorcycle,New,117000,27400,89600,5,Personal,0,Approved
VL101413,32,Salaried,Permanent,45000,5.8,13000,Car,New,904000,56700,847300,1,Personal,3,Rejected
VL101414,23,Salaried,Permanent,100000,2.3,6700,SUV,New,1202000,66500,1135500,1,Commercial,1,Approved
VL101415,46,Salaried,Permanent,64100,7.0,15000,Motorcycle,New,103000,26300,76700,2,Business,0,Approved
VL101416,37,Self Employed,Self Employed,19000,3.1,1700,Motorcycle,New,120000,25400,94600,2,Commercial,0,Rejected
VL101417,45,Private Employee,Permanent,22000,8.7,2300,Car,Used,401000,103900,297100,5,Business,2,Rejected
VL101418,41,Salaried,Contract,45100,6.4,5300,Motorcycle,New,111000,17700,93300,1,Personal,2,Approved
VL101419,41,Government Employee,Permanent,24400,14.8,1200,SUV,New,1492000,202200,1289800,5,Commercial,0,Rejected
VL101420,55,Private Employee,Permanent,26500,1.3,2700,Scooter,New,71000,11100,59900,2,Personal,2,Rejected
VL101421,41,Government Employee,Permanent,21600,5.8,3100,Scooter,New,88000,11300,76700,2,Commercial,2,Rejected
VL101422,22,Salaried,Contract,33300,0.4,3900,SUV,Used,628000,185600,442400,3,Personal,2,Approved
