Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Property_Value,Down_Payment,Property_Type,Property_Location_Type,Number_of_Dependents,Loan_Approval
HL101201,43,Private Employee,Contract,69700,20.8,1200,5013000,15,6135000,1122000,Apartment,Urban,3,Approved
HL101202,36,Business Owner,Business,43500,15.0,7000,2503000,30,3449000,946000,Plot,Semi Urban,1,Approved
HL101203,36,Self Employed,Self Employed,84600,3.8,12900,10233000,25,15277000,5044000,Apartment,Urban,0,Approved
HL101204,38,Salaried,Contract,91600,13.8,0,8952000,25,9678000,726000,Builder Floor,Urban,2,Approved
HL101205,45,Salaried,Permanent,58900,9.2,5700,6899000,15,10634000,3735000,Apartment,Urban,3,Approved
HL101206,53,Private Employee,Permanent,27700,16.5,5100,2498000,20,3637000,1139000,Apartment,Semi Urban,3,Approved
HL101207,43,Private Employee,Permanent,51400,5.8,6800,4383000,25,5736000,1353000,Apartment,Urban,1,Rejected
HL101208,45,Salaried,Permanent,59100,10.5,7800,4197000,25,5251000,1054000,Apartment,Rural,3,Approved
HL101209,36,Government Employee,Permanent,30700,12.3,2800,3699000,25,4940000,1241000,Independent House,Urban,1,Rejected
HL101210,32,Self Employed,Self Employed,46100,11.0,1600,4184000,20,5034000,850000,Villa,Semi Urban,2,Approved
HL101211,44,Business Owner,Business,35900,9.4,4300,2188000,10,2755000,567000,Builder Floor,Semi Urban,1,Rejected
HL101212,40,Private Employee,Permanent,71200,3.9,8800,6668000,10,7425000,757000,Independent House,Urban,0,Rejected
HL101213,25,Government Employee,Permanent,55500,4.0,9400,7522000,5,8182000,660000,Independent House,Semi Urban,1,Rejected
HL101214,35,Salaried,Permanent,25800,3.4,4500,2031000,15,3423000,1392000,Apartment,Semi Urban,3,Approved
HL101215,37,Private Employee,Permanent,63500,1.5,8100,5663000,5,7308000,1645000,Plot,Semi Urban,4,Approved
HL101216,33,Government Employee,Permanent,50200,3.4,10400,3531000,15,4623000,1092000,Apartment,Semi Urban,1,Approved
HL101217,51,Private Employee,Permanent,68300,1.2,6100,6023000,20,7698000,1675000,Apartment,Semi Urban,0,Approved
HL101218,42,Self Employed,Self Employed,45400,19.2,200,6229000,20,7361000,1132000,Apartment,Urban,0,Approved
HL101219,50,Salaried,Permanent,37800,6.7,6000,2705000,20,3362000,657000,Apartment,Urban,2,Rejected
HL101220,40,Salaried,Permanent,38300,3.1,5000,5429000,15,7026000,1597000,Independent House,Urban,2,Rejected
HL101221,39,Salaried,Contract,42500,8.7,6800,4984000,20,6264000,1280000,Apartment,Semi Urban,2,Rejected
HL101222,30,Business Owner,Business,68300,9.0,1300,4810000,30,5725000,915000,Apartment,Rural,0,Approved
HL101223,38,Private Employee,Permanent,57900,10.5,15200,7326000,15,9878000,2552000,Plot,Urban,0,Rejected
HL101224,38,Salaried,Permanent,49700,2.3,8800,5743000,25,7508000,1765000,Apartment,Urban,3,Rejected
HL101225,26,Business Owner,Business,56000,5.0,5400,6266000,15,8370000,2104000,Independent House,Urban,2,Approved
HL101226,33,Private Employee,Permanent,46300,6.8,2100,2766000,20,3823000,1057000,Apartment,Semi Urban,1,Approved
HL101227,35,Private Employee,Permanent,167500,11.9,34500,19841000,20,25000000,5159000,Builder Floor,Semi Urban,1,Approved
HL101228,42,Professional,Permanent,44000,2.3,1400,3859000,20,4863000,1004000,Villa,Semi Urban,1,Rejected
HL101229,42,Salaried,Permanent,42100,21.0,12700,3962000,25,5990000,2028000,Apartment,Semi Urban,0,Approved
HL101230,33,Salaried,Permanent,238500,3.9,16900,19783000,15,23124000,3341000,Builder Floor,Semi Urban,0,Approved
HL101231,42,Private Employee,Permanent,65500,2.1,16900,6845000,25,7361000,516000,Independent House,Urban,2,Rejected
HL101232,36,Salaried,Permanent,29100,7.9,3100,3860000,25,5248000,1388000,Apartment,Urban,1,Approved
HL101233,22,Self Employed,Self Employed,79200,0.9,19500,8675000,25,10447000,1772000,Villa,Urban,1,Rejected
HL101234,34,Salaried,Permanent,36000,8.9,2200,1998000,5,2307000,309000,Villa,Rural,2,Approved
HL101235,48,Salaried,Permanent,81600,18.2,9900,8403000,5,11849000,3446000,Apartment,Semi Urban,1,Approved
HL101236,23,Salaried,Contract,49300,1.3,9100,4059000,25,5128000,1069000,Apartment,Urban,1,Approved
HL101237,39,Private Employee,Permanent,44400,8.8,7700,6707000,25,7612000,905000,Apartment,Urban,3,Rejected
HL101238,52,Salaried,Permanent,111800,3.4,23300,12257000,30,19604000,7347000,Independent House,Urban,1,Rejected
HL101239,31,Salaried,Permanent,69900,3.8,5700,4133000,15,4548000,415000,Builder Floor,Rural,3,Approved
HL101240,38,Business Owner,Business,104900,5.8,13300,11621000,25,14768000,3147000,Independent House,Urban,1,Approved
HL101241,26,Government Employee,Permanent,62600,5.0,13800,9229000,25,9912000,683000,Builder Floor,Semi Urban,0,Rejected
HL101242,53,Government Employee,Permanent,42100,29.2,2700,5646000,25,7445000,1799000,Apartment,Urban,0,Rejected
HL101243,37,Salaried,Permanent,71300,4.9,11800,6950000,20,8361000,1411000,Plot,Semi Urban,2,Rejected
HL101244,38,Government Employee,Permanent,88700,13.0,9100,8317000,10,11641000,3324000,Builder Floor,Semi Urban,1,Approved
HL101245,50,Salaried,Permanent,57600,12.3,7900,6438000,20,8239000,1801000,Villa,Urban,2,Approved
HL101246,44,Private Employee,Permanent,121900,2.1,15500,7232000,20,10763000,3531000,Apartment,Semi Urban,0,Approved
HL101247,30,Salaried,Contract,79400,0.3,4500,9575000,15,11758000,2183000,Apartment,Urban,2,Rejected
HL101248,32,Business Owner,Business,74500,7.7,7400,6766000,15,7449000,683000,Apartment,Semi Urban,0,Rejected
HL101249,42,Professional,Permanent,69800,3.8,9200,6134000,25,8061000,1927000,Independent House,Urban,1,Approved
HL101250,32,Salaried,Contract,57600,2.0,6400,4968000,10,6209000,1241000,Builder Floor,Semi Urban,2,Rejected
HL101251,22,Salaried,Permanent,30900,0.3,7600,4825000,15,5213000,388000,Apartment,Urban,0,Rejected
HL101252,38,Salaried,Permanent,52000,12.1,10400,4110000,20,4755000,645000,Apartment,Semi Urban,1,Rejected
HL101253,25,Private Employee,Permanent,59800,3.7,8600,5341000,30,6366000,1025000,Apartment,Urban,2,Approved
HL101254,53,Salaried,Permanent,44900,29.1,2600,2080000,20,3173000,1093000,Independent House,Semi Urban,2,Approved
HL101255,40,Business Owner,Business,78800,1.5,4300,5504000,15,7608000,2104000,Independent House,Urban,2,Approved
HL101256,30,Self Employed,Self Employed,54700,2.2,15200,8033000,10,9944000,1911000,Apartment,Urban,0,Rejected
HL101257,32,Business Owner,Business,95900,2.3,3800,7763000,15,10458000,2695000,Plot,Semi Urban,0,Approved
HL101258,22,Private Employee,Permanent,73000,0.7,9400,6933000,15,7351000,418000,Apartment,Urban,1,Rejected
HL101259,28,Professional,Permanent,67200,1.7,10000,10006000,25,12126000,2120000,Villa,Urban,1,Rejected
HL101260,47,Salaried,Permanent,29300,10.4,2800,1588000,15,2123000,535000,Independent House,Semi Urban,1,Approved
HL101261,58,Government Employee,Permanent,115200,28.0,4600,11537000,10,15046000,3509000,Apartment,Urban,1,Approved
HL101262,45,Government Employee,Permanent,48300,11.0,2800,4813000,25,5847000,1034000,Villa,Rural,1,Approved
HL101263,37,Professional,Permanent,60100,9.0,4600,7553000,5,9645000,2092000,Villa,Urban,2,Approved
HL101264,34,Private Employee,Permanent,46400,5.1,2900,2584000,5,3432000,848000,Independent House,Rural,0,Approved
HL101265,29,Business Owner,Business,54400,6.9,12300,4827000,20,6182000,1355000,Plot,Rural,1,Approved
HL101266,57,Salaried,Permanent,108500,33.0,12900,11180000,10,15722000,4542000,Independent House,Urban,1,Approved
HL101267,36,Professional,Permanent,116200,9.6,9100,13185000,10,17475000,4290000,Apartment,Urban,1,Rejected
HL101268,57,Private Employee,Contract,66200,33.1,8500,4596000,30,6219000,1623000,Builder Floor,Semi Urban,3,Approved
HL101269,51,Private Employee,Permanent,51600,30.0,8900,4743000,25,7377000,2634000,Builder Floor,Semi Urban,1,Approved
HL101270,22,Professional,Contract,82300,0.7,7600,8129000,25,11389000,3260000,Apartment,Urban,0,Approved
HL101271,32,Government Employee,Permanent,53200,4.8,10200,5302000,20,8275000,2973000,Builder Floor,Urban,3,Approved
HL101272,32,Government Employee,Permanent,47200,6.3,900,6995000,5,8390000,1395000,Plot,Urban,1,Approved
HL101273,37,Private Employee,Permanent,63100,15.7,13500,8416000,25,9275000,859000,Apartment,Semi Urban,0,Rejected
HL101274,37,Salaried,Permanent,44400,5.2,5300,4932000,20,6234000,1302000,Independent House,Semi Urban,2,Rejected
HL101275,65,Government Employee,Permanent,57700,13.4,6700,5088000,10,6375000,1287000,Apartment,Urban,2,Approved
HL101276,28,Salaried,Permanent,59400,4.0,3800,3392000,15,5114000,1722000,Independent House,Urban,4,Approved
HL101277,40,Salaried,Permanent,71100,8.1,1500,7532000,20,8654000,1122000,Builder Floor,Semi Urban,3,Approved
HL101278,44,Business Owner,Business,51300,4.8,0,2507000,5,3188000,681000,Apartment,Rural,2,Approved
HL101279,38,Private Employee,Permanent,74600,8.6,4400,8612000,15,11520000,2908000,Independent House,Urban,0,Rejected
HL101280,39,Government Employee,Permanent,34200,18.0,5700,4139000,15,5361000,1222000,Apartment,Urban,2,Rejected
HL101281,29,Government Employee,Permanent,39800,5.0,1700,4384000,20,5523000,1139000,Independent House,Urban,0,Approved
HL101282,39,Private Employee,Permanent,42700,3.1,0,2731000,5,3635000,904000,Plot,Semi Urban,2,Approved
HL101283,43,Private Employee,Permanent,33400,15.3,1600,3965000,20,5716000,1751000,Apartment,Urban,3,Approved
HL101284,41,Professional,Permanent,98400,7.3,8800,9193000,10,13990000,4797000,Independent House,Urban,0,Approved
HL101285,43,Professional,Permanent,40300,22.0,3700,3645000,20,4689000,1044000,Apartment,Semi Urban,3,Rejected
HL101286,51,Government Employee,Permanent,37600,19.8,4100,4426000,15,5236000,810000,Plot,Urban,2,Approved
HL101287,46,Government Employee,Permanent,90500,7.0,18300,5299000,15,8062000,2763000,Villa,Urban,0,Approved
HL101288,39,Private Employee,Permanent,41900,13.2,9200,5703000,20,6584000,881000,Villa,Urban,3,Rejected
HL101289,27,Private Employee,Permanent,49800,3.2,14000,2752000,20,4322000,1570000,Apartment,Urban,2,Approved
HL101290,33,Private Employee,Permanent,34400,12.0,0,3247000,5,4828000,1581000,Independent House,Urban,1,Approved
HL101291,36,Private Employee,Permanent,78800,4.6,4100,5104000,20,7724000,2620000,Villa,Urban,2,Approved
HL101292,40,Private Employee,Permanent,79300,12.5,13900,5865000,25,8088000,2223000,Villa,Urban,0,Approved
HL101293,34,Government Employee,Permanent,71800,1.4,6000,7130000,15,7513000,383000,Independent House,Urban,0,Rejected
HL101294,30,Government Employee,Permanent,65600,4.4,12400,3431000,20,3975000,544000,Builder Floor,Rural,2,Rejected
HL101295,27,Government Employee,Permanent,53200,1.0,7300,5133000,15,6795000,1662000,Apartment,Rural,3,Approved
HL101296,23,Salaried,Permanent,42800,1.0,10500,5845000,25,7008000,1163000,Apartment,Urban,2,Rejected
HL101297,36,Salaried,Permanent,37500,9.1,7600,2199000,15,2731000,532000,Builder Floor,Semi Urban,3,Rejected
HL101298,25,Self Employed,Self Employed,96800,2.6,19800,6113000,30,8363000,2250000,Apartment,Urban,3,Rejected
HL101299,29,Government Employee,Permanent,72600,2.4,6300,8092000,20,10197000,2105000,Builder Floor,Semi Urban,0,Approved
HL101300,34,Salaried,Contract,39700,6.5,4500,2091000,20,2383000,292000,Independent House,Rural,2,Approved
HL101301,26,Private Employee,Permanent,55200,4.8,5300,4392000,15,6194000,1802000,Builder Floor,Semi Urban,2,Approved
HL101302,41,Self Employed,Self Employed,47300,20.0,0,2784000,20,3768000,984000,Independent House,Semi Urban,1,Approved
HL101303,45,Salaried,Contract,32600,12.3,7800,3696000,10,4621000,925000,Plot,Urban,1,Rejected
HL101304,33,Business Owner,Business,73400,11.8,13200,9757000,15,13493000,3736000,Plot,Urban,2,Approved
HL101305,34,Professional,Permanent,51700,2.9,4800,3925000,15,5082000,1157000,Independent House,Urban,4,Approved
HL101306,43,Private Employee,Permanent,35300,7.5,7900,4268000,20,6337000,2069000,Apartment,Urban,4,Rejected
HL101307,32,Self Employed,Self Employed,27800,6.1,1900,3157000,25,4111000,954000,Apartment,Semi Urban,1,Rejected
HL101308,31,Salaried,Permanent,26800,4.3,0,3298000,30,4892000,1594000,Apartment,Urban,3,Rejected
HL101309,49,Professional,Permanent,52700,11.1,10600,7831000,15,8421000,590000,Builder Floor,Urban,1,Rejected
HL101310,46,Government Employee,Permanent,49500,22.9,900,5413000,25,7283000,1870000,Apartment,Semi Urban,3,Rejected
HL101311,43,Professional,Contract,42000,4.3,4400,4212000,25,5188000,976000,Plot,Semi Urban,2,Rejected
HL101312,46,Private Employee,Permanent,72600,5.3,9900,9123000,25,10749000,1626000,Independent House,Semi Urban,4,Approved
HL101313,22,Salaried,Permanent,52600,0.1,7900,3327000,25,4841000,1514000,Apartment,Urban,4,Rejected
HL101314,50,Salaried,Permanent,70200,16.5,13200,6805000,15,9600000,2795000,Builder Floor,Semi Urban,1,Approved
HL101315,42,Self Employed,Self Employed,49900,7.6,8300,6832000,25,7264000,432000,Apartment,Urban,4,Rejected
HL101316,47,Private Employee,Permanent,38000,22.3,6200,2071000,20,2865000,794000,Independent House,Semi Urban,2,Approved
HL101317,41,Salaried,Permanent,57000,10.7,3200,4621000,25,6309000,1688000,Independent House,Urban,1,Approved
HL101318,38,Self Employed,Self Employed,30700,5.1,4400,2646000,15,3158000,512000,Apartment,Urban,0,Rejected
HL101319,36,Business Owner,Business,86300,3.9,0,6614000,10,7810000,1196000,Apartment,Rural,2,Rejected
HL101320,41,Private Employee,Permanent,35500,0.7,8700,3254000,15,3587000,333000,Villa,Urban,1,Approved
HL101321,35,Private Employee,Permanent,81900,5.7,600,7201000,20,8923000,1722000,Apartment,Urban,1,Approved
HL101322,46,Salaried,Permanent,46500,4.3,4300,4104000,15,5168000,1064000,Plot,Urban,2,Rejected
HL101323,24,Self Employed,Self Employed,87400,2.8,1300,6597000,25,9211000,2614000,Villa,Rural,0,Approved
HL101324,33,Government Employee,Permanent,31100,4.2,1900,1647000,5,2171000,524000,Apartment,Rural,1,Approved
HL101325,56,Business Owner,Business,49900,4.3,6000,4551000,10,5262000,711000,Apartment,Urban,3,Rejected
HL101326,32,Government Employee,Permanent,61100,11.0,4700,4581000,15,6021000,1440000,Apartment,Semi Urban,0,Approved
HL101327,36,Private Employee,Contract,91700,6.2,19400,9319000,10,11644000,2325000,Plot,Urban,2,Approved
HL101328,30,Salaried,Permanent,114700,6.3,15800,7199000,15,8422000,1223000,Independent House,Semi Urban,0,Approved
HL101329,41,Salaried,Permanent,55200,6.0,4600,9209000,25,10152000,943000,Apartment,Urban,3,Rejected
HL101330,31,Self Employed,Self Employed,123900,10.0,13500,10093000,30,13826000,3733000,Independent House,Urban,1,Approved
HL101331,36,Private Employee,Permanent,47600,3.5,10400,3396000,15,4563000,1167000,Independent House,Semi Urban,3,Approved
HL101332,46,Private Employee,Permanent,88800,9.1,17100,6658000,15,9053000,2395000,Villa,Rural,2,Approved
HL101333,32,Professional,Permanent,40800,0.9,1200,5776000,25,6891000,1115000,Apartment,Urban,3,Approved
HL101334,45,Professional,Permanent,75300,24.0,4900,7373000,15,9622000,2249000,Apartment,Urban,2,Approved
HL101335,45,Business Owner,Business,23600,6.5,3700,1649000,25,1853000,204000,Apartment,Rural,2,Rejected
HL101336,47,Salaried,Permanent,32700,15.0,4800,3906000,20,4548000,642000,Villa,Urban,0,Rejected
HL101337,39,Private Employee,Contract,66800,11.4,2400,6775000,25,8716000,1941000,Villa,Urban,2,Approved
HL101338,65,Business Owner,Business,37500,41.7,6700,3538000,5,4661000,1123000,Apartment,Urban,2,Approved
HL101339,47,Government Employee,Permanent,62400,14.2,3000,10357000,30,11378000,1021000,Apartment,Urban,2,Rejected
HL101340,41,Salaried,Permanent,81500,8.7,18300,12936000,30,14962000,2026000,Villa,Urban,0,Approved
HL101341,30,Business Owner,Business,54000,8.0,8800,6060000,5,7488000,1428000,Apartment,Urban,2,Approved
HL101342,37,Private Employee,Permanent,35000,10.0,1000,2155000,20,3064000,909000,Independent House,Urban,1,Approved
HL101343,51,Private Employee,Permanent,43800,11.6,3400,5151000,15,6096000,945000,Independent House,Urban,2,Rejected
HL101344,53,Professional,Permanent,40300,32.0,3100,4825000,15,6276000,1451000,Apartment,Semi Urban,2,Approved
HL101345,51,Private Employee,Permanent,51800,19.9,6900,6944000,30,9133000,2189000,Independent House,Urban,1,Approved
HL101346,45,Private Employee,Permanent,56700,3.8,5900,4055000,10,5069000,1014000,Apartment,Semi Urban,2,Approved
HL101347,27,Government Employee,Permanent,44800,6.0,1300,3404000,15,4488000,1084000,Independent House,Urban,1,Approved
HL101348,42,Government Employee,Permanent,109300,6.2,900,9338000,5,10521000,1183000,Apartment,Urban,2,Approved
HL101349,27,Salaried,Permanent,39200,5.7,6400,5396000,20,6482000,1086000,Independent House,Urban,3,Rejected
HL101350,25,Self Employed,Self Employed,101300,0.5,14500,8843000,25,13293000,4450000,Independent House,Urban,1,Rejected
HL101351,40,Business Owner,Business,42400,16.7,5400,2809000,20,4258000,1449000,Apartment,Semi Urban,1,Approved
HL101352,43,Government Employee,Permanent,53200,3.7,7500,4326000,20,6071000,1745000,Independent House,Urban,2,Rejected
HL101353,46,Government Employee,Permanent,87600,13.4,6200,5745000,10,8303000,2558000,Plot,Semi Urban,2,Rejected
HL101354,42,Business Owner,Business,112700,13.6,15200,13257000,25,14315000,1058000,Builder Floor,Rural,0,Approved
HL101355,43,Salaried,Permanent,44800,8.6,14500,4713000,15,5506000,793000,Apartment,Urban,1,Rejected
HL101356,29,Private Employee,Permanent,69500,3.8,14900,4373000,20,5433000,1060000,Apartment,Rural,1,Approved
HL101357,37,Private Employee,Permanent,65500,3.2,6300,5920000,20,10089000,4169000,Apartment,Urban,2,Approved
HL101358,24,Self Employed,Self Employed,42500,2.5,3300,5004000,30,6216000,1212000,Builder Floor,Urban,0,Approved
HL101359,22,Salaried,Permanent,71500,0.6,0,7961000,25,11050000,3089000,Independent House,Urban,2,Rejected
HL101360,45,Self Employed,Self Employed,125300,5.6,25700,13525000,20,18040000,4515000,Apartment,Semi Urban,2,Approved
HL101361,31,Government Employee,Permanent,63600,5.7,11600,3781000,15,5031000,1250000,Plot,Semi Urban,3,Rejected
HL101362,46,Private Employee,Permanent,69900,14.6,5300,3260000,5,4170000,910000,Apartment,Rural,4,Approved
HL101363,48,Salaried,Permanent,73300,13.2,400,4787000,20,5465000,678000,Independent House,Semi Urban,1,Approved
HL101364,32,Private Employee,Permanent,28100,0.4,800,4102000,20,4318000,216000,Independent House,Urban,2,Rejected
HL101365,43,Private Employee,Permanent,66600,7.7,10400,5910000,25,8724000,2814000,Villa,Rural,2,Approved
HL101366,32,Salaried,Permanent,34300,8.9,3900,2413000,20,2910000,497000,Plot,Rural,3,Rejected
HL101367,22,Salaried,Permanent,41500,0.7,7300,5412000,15,5823000,411000,Apartment,Semi Urban,2,Rejected
HL101368,39,Salaried,Permanent,143300,11.9,18200,14478000,15,19435000,4957000,Villa,Semi Urban,0,Approved
HL101369,34,Government Employee,Permanent,45900,7.2,9100,5414000,10,7253000,1839000,Independent House,Semi Urban,4,Rejected
HL101370,34,Salaried,Contract,38800,11.4,5800,3603000,25,5014000,1411000,Apartment,Urban,0,Rejected
HL101371,56,Professional,Permanent,104700,10.3,19500,5222000,30,7560000,2338000,Builder Floor,Rural,4,Approved
HL101372,24,Government Employee,Permanent,33600,0.7,0,3385000,20,3966000,581000,Plot,Rural,1,Approved
HL101373,41,Business Owner,Business,55400,20.0,1200,6767000,20,7961000,1194000,Builder Floor,Semi Urban,2,Approved
