Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Loan_Purpose,Number_of_Dependents,Monthly_Household_Expenses,Monthly_Savings_Surplus,Residence_Type,Employment_Business_Stability,Loan_Approval
PL101246,28,Government Employee,Permanent,38300,3.3,7400,423000,3,Wedding,2,26000,4600,Family Owned,Unstable,Rejected
PL101247,38,Salaried,Contract,33800,8.9,9100,325000,4,Travel,1,9500,14700,Owned,Very Stable,Approved
PL101248,21,Professional,Permanent,45600,0.7,0,235000,4,Medical,1,17400,28000,Rented,Very Stable,Approved
PL101249,38,Self Employed,Self Employed,24200,2.7,700,182000,2,Home Renovation,4,7700,15200,Owned,Stable,Rejected
PL101250,38,Salaried,Contract,57900,18.0,4500,654000,4,Medical,1,21000,32100,Family Owned,Moderate,Approved
PL101251,21,Private Employee,Contract,28200,0.2,5000,85000,3,Other Personal,2,16200,6700,Owned,Moderate,Approved
PL101252,35,Self Employed,Self Employed,42700,10.7,1400,438000,2,Medical,2,10900,30200,Owned,Stable,Approved
PL101253,25,Salaried,Permanent,31400,0.7,3000,217000,5,Medical,0,16300,10700,Rented,Stable,Approved
PL101254,51,Self Employed,Self Employed,24400,1.8,3700,259000,2,Wedding,0,9700,11900,Owned,Moderate,Rejected
PL101255,24,Salaried,Contract,19800,3.4,4800,156000,3,Consumer Purchase,1,6100,9000,Owned,Moderate,Rejected
PL101256,48,Self Employed,Self Employed,28900,6.9,4500,88000,3,Consumer Purchase,2,17900,6200,Rented,Moderate,Approved
PL101257,33,Self Employed,Self Employed,29900,6.0,6100,341000,3,Wedding,3,9500,13900,Owned,Very Stable,Rejected
PL101258,38,Salaried,Contract,53600,2.0,6400,631000,5,Debt Consolidation,2,30100,19500,Family Owned,Stable,Approved
PL101259,38,Salaried,Permanent,25200,17.4,2000,81000,2,Travel,0,8000,14800,Family Owned,Unstable,Approved
PL101260,21,Business Owner,Business,52200,0.1,15100,172000,3,Debt Consolidation,1,29400,9600,Rented,Moderate,Rejected
PL101261,30,Private Employee,Permanent,17400,4.6,2700,180000,4,Debt Consolidation,0,6800,7600,Owned,Stable,Rejected
PL101262,31,Business Owner,Business,25100,9.9,600,73000,2,Other Personal,1,13600,11400,Rented,Stable,Approved
PL101263,21,Business Owner,Business,50900,0.1,6100,106000,3,Medical,1,15200,30600,Family Owned,Moderate,Approved
PL101264,33,Professional,Permanent,43300,5.2,10400,149000,4,Debt Consolidation,1,9100,25500,Rented,Stable,Approved
PL101265,35,Private Employee,Permanent,34500,2.6,300,238000,3,Home Renovation,3,20600,13900,Rented,Moderate,Approved
PL101266,23,Professional,Contract,16600,0.7,700,154000,3,Home Renovation,0,6100,9700,Rented,Unstable,Approved
PL101267,47,Private Employee,Contract,46600,9.6,1700,255000,2,Travel,0,13100,33500,Owned,Stable,Approved
PL101268,27,Salaried,Permanent,25500,3.0,4400,174000,3,Consumer Purchase,4,18600,3100,Owned,Unstable,Rejected
PL101269,22,Self Employed,Self Employed,41000,0.8,3400,228000,4,Consumer Purchase,1,10900,24600,Rented,Unstable,Approved
PL101270,44,Business Owner,Business,28200,15.8,300,112000,3,Consumer Purchase,1,4700,24500,Rented,Moderate,Approved
PL101271,25,Business Owner,Business,28800,3.6,500,94000,3,Other Personal,4,12900,14700,Owned,Moderate,Approved
PL101272,28,Professional,Permanent,26700,5.6,6600,69000,4,Emergency,1,11800,8800,Owned,Moderate,Approved
PL101273,43,Private Employee,Permanent,77000,16.2,10600,261000,1,Consumer Purchase,1,43100,23400,Family Owned,Very Stable,Approved
PL101274,28,Business Owner,Business,25800,3.5,4600,114000,1,Other Personal,0,15100,3800,Family Owned,Stable,Approved
PL101275,44,Government Employee,Permanent,20000,5.7,2400,89000,1,Consumer Purchase,2,7700,10900,Rented,Very Stable,Approved
PL101276,35,Salaried,Permanent,40700,12.3,0,93000,3,Travel,2,19700,22200,Rented,Unstable,Approved
PL101277,29,Professional,Contract,14000,1.2,3000,143000,4,Wedding,1,6300,4600,Rented,Unstable,Rejected
PL101278,38,Professional,Permanent,21900,4.9,1800,147000,2,Emergency,1,5600,16000,Owned,Stable,Approved
PL101279,29,Private Employee,Permanent,62200,3.4,11500,498000,3,Wedding,2,28400,22000,Owned,Stable,Rejected
PL101280,45,Self Employed,Self Employed,29500,12.3,2800,334000,1,Debt Consolidation,2,18500,8100,Owned,Moderate,Rejected
PL101281,35,Private Employee,Permanent,26700,14.1,1700,161000,2,Home Renovation,3,14700,10000,Owned,Stable,Approved
PL101282,41,Salaried,Contract,82100,4.3,14800,752000,2,Medical,1,28600,40300,Owned,Stable,Approved
PL101283,22,Salaried,Permanent,33400,0.7,3100,180000,4,Wedding,0,15700,15200,Rented,Moderate,Approved
PL101284,28,Salaried,Contract,23700,1.0,7800,271000,4,Wedding,0,12800,3000,Rented,Moderate,Rejected
PL101285,22,Self Employed,Self Employed,42800,1.4,11000,326000,1,Consumer Purchase,2,11200,20100,Family Owned,Stable,Approved
PL101286,47,Salaried,Permanent,27600,9.6,200,65000,5,Travel,1,12200,15900,Rented,Stable,Rejected
PL101287,32,Salaried,Permanent,31900,1.1,4700,85000,3,Travel,3,7300,19300,Family Owned,Unstable,Approved
PL101288,26,Private Employee,Permanent,30700,3.1,3500,90000,3,Other Personal,0,5400,22300,Rented,Stable,Approved
PL101289,30,Salaried,Contract,14900,7.5,1000,93000,2,Consumer Purchase,0,4700,9300,Owned,Moderate,Approved
PL101290,28,Private Employee,Permanent,44300,1.4,2200,447000,2,Other Personal,2,6100,33200,Owned,Moderate,Approved
PL101291,51,Professional,Permanent,86600,14.8,8200,250000,2,Other Personal,3,33800,44900,Owned,Stable,Approved
PL101292,39,Salaried,Permanent,14000,9.6,4000,140000,1,Debt Consolidation,2,5700,3900,Rented,Very Stable,Rejected
PL101293,23,Salaried,Permanent,60400,0.8,11100,577000,3,Medical,1,20000,29700,Family Owned,Moderate,Approved
PL101294,30,Salaried,Permanent,30000,2.2,4500,150000,2,Other Personal,1,16500,9300,Family Owned,Very Stable,Rejected
PL101295,36,Private Employee,Permanent,23900,16.0,100,255000,2,Consumer Purchase,1,11500,13200,Owned,Moderate,Approved
PL101296,38,Salaried,Permanent,37900,11.5,0,98000,3,Consumer Purchase,4,17000,21300,Owned,Moderate,Approved
PL101297,35,Self Employed,Self Employed,44500,15.0,1500,387000,3,Emergency,1,19100,24400,Family Owned,Stable,Approved
PL101298,25,Salaried,Permanent,35700,2.0,10000,375000,2,Medical,0,8500,16500,Rented,Unstable,Rejected
PL101299,40,Private Employee,Permanent,22700,0.8,2200,142000,4,Wedding,2,10100,10100,Owned,Very Stable,Approved
PL101300,35,Government Employee,Permanent,28600,6.8,2300,101000,2,Emergency,2,8000,19300,Family Owned,Stable,Approved
PL101301,39,Government Employee,Permanent,34300,8.6,7300,385000,3,Wedding,3,7200,19200,Rented,Very Stable,Rejected
PL101302,21,Business Owner,Business,38400,0.4,5500,418000,1,Debt Consolidation,3,13600,18700,Family Owned,Stable,Approved
PL101303,37,Private Employee,Permanent,53600,9.2,3500,360000,2,Home Renovation,1,8200,41700,Rented,Stable,Approved
PL101304,46,Government Employee,Permanent,16600,6.4,3100,119000,4,Emergency,2,3200,11100,Owned,Stable,Rejected
PL101305,34,Business Owner,Business,35800,6.0,6900,318000,3,Debt Consolidation,2,17700,10500,Rented,Stable,Rejected
PL101306,33,Private Employee,Permanent,31100,6.9,11400,60000,2,Emergency,4,12900,8700,Owned,Unstable,Rejected
PL101307,27,Salaried,Permanent,33000,3.9,8900,158000,1,Home Renovation,1,8300,17300,Owned,Moderate,Approved
PL101308,21,Private Employee,Contract,49500,1.0,5200,552000,4,Emergency,4,25000,21200,Owned,Moderate,Rejected
PL101309,34,Business Owner,Business,23700,7.4,3300,193000,2,Medical,1,10400,9700,Owned,Moderate,Approved
PL101310,29,Salaried,Permanent,23000,3.3,200,144000,5,Consumer Purchase,1,4700,18000,Family Owned,Moderate,Approved
PL101311,46,Professional,Permanent,18700,16.9,2200,28000,3,Debt Consolidation,0,6100,10200,Owned,Moderate,Approved
PL101312,24,Private Employee,Permanent,34200,1.2,6400,323000,2,Wedding,1,16700,12100,Owned,Stable,Rejected
PL101313,35,Government Employee,Permanent,21700,11.2,3000,162000,2,Wedding,0,11100,7700,Family Owned,Moderate,Rejected
PL101314,38,Government Employee,Permanent,22000,5.1,500,213000,4,Other Personal,1,11100,10500,Owned,Very Stable,Approved
PL101315,37,Business Owner,Business,37000,9.6,2800,118000,2,Emergency,0,14600,19200,Owned,Stable,Approved
PL101316,27,Salaried,Permanent,26400,4.7,1800,112000,2,Medical,1,14300,10900,Family Owned,Moderate,Rejected
PL101317,31,Salaried,Contract,26500,6.7,5300,220000,3,Other Personal,1,10900,10400,Rented,Stable,Rejected
PL101318,38,Private Employee,Permanent,40500,16.7,7900,195000,5,Medical,3,23500,7700,Rented,Unstable,Approved
PL101319,33,Salaried,Permanent,23500,4.9,3500,56000,5,Consumer Purchase,3,15100,4900,Owned,Moderate,Rejected
PL101320,37,Private Employee,Permanent,39400,2.9,7400,96000,1,Home Renovation,0,17200,13900,Owned,Stable,Approved
PL101321,21,Salaried,Permanent,53900,0.6,5900,533000,2,Other Personal,1,35300,10400,Rented,Moderate,Rejected
PL101322,32,Private Employee,Permanent,24700,2.4,1300,190000,5,Medical,1,10600,11300,Owned,Very Stable,Rejected
PL101323,40,Professional,Permanent,51200,6.5,5900,393000,2,Consumer Purchase,3,14500,28700,Owned,Unstable,Approved
PL101324,33,Government Employee,Permanent,20700,5.3,3100,168000,2,Other Personal,2,14500,4000,Owned,Stable,Rejected
PL101325,21,Private Employee,Permanent,79800,0.8,13100,214000,1,Emergency,2,37700,26300,Owned,Moderate,Approved
PL101326,36,Salaried,Permanent,40300,7.9,3300,463000,4,Home Renovation,1,17500,20200,Owned,Stable,Rejected
PL101327,33,Self Employed,Self Employed,25800,4.3,0,48000,2,Medical,2,15600,11800,Rented,Moderate,Approved
PL101328,27,Self Employed,Self Employed,52400,0.9,8300,338000,5,Emergency,1,32300,10200,Family Owned,Stable,Rejected
PL101329,43,Private Employee,Permanent,21800,0.5,0,233000,3,Medical,1,8600,13100,Family Owned,Unstable,Approved
PL101330,42,Self Employed,Self Employed,15900,3.7,1600,135000,2,Other Personal,1,6100,9100,Family Owned,Very Stable,Rejected
PL101331,30,Government Employee,Permanent,20900,2.7,0,132000,2,Home Renovation,3,3300,18400,Rented,Stable,Rejected
PL101332,37,Business Owner,Business,17900,9.9,4400,52000,3,Consumer Purchase,0,9900,4400,Family Owned,Moderate,Rejected
PL101333,34,Business Owner,Business,17400,2.0,3800,94000,3,Emergency,1,8700,4700,Rented,Very Stable,Rejected
PL101334,28,Private Employee,Permanent,45200,2.0,10100,132000,2,Emergency,3,19800,16600,Owned,Moderate,Approved
PL101335,46,Private Employee,Contract,44800,2.0,700,199000,5,Medical,4,11800,31500,Owned,Very Stable,Approved
PL101336,30,Professional,Permanent,24600,2.6,0,165000,4,Travel,2,17100,7100,Owned,Very Stable,Rejected
PL101337,33,Professional,Contract,63000,1.8,22100,389000,1,Debt Consolidation,0,35400,9600,Family Owned,Unstable,Approved
PL101338,31,Self Employed,Self Employed,19100,11.0,2900,92000,2,Travel,0,8800,7900,Rented,Moderate,Approved
PL101339,37,Private Employee,Permanent,55900,10.8,0,137000,1,Wedding,4,15500,42900,Owned,Stable,Approved
PL101340,49,Salaried,Permanent,21500,6.6,2100,95000,3,Emergency,2,12700,5800,Rented,Very Stable,Approved
PL101341,44,Professional,Permanent,36500,3.1,1800,62000,4,Consumer Purchase,3,15100,18900,Rented,Unstable,Approved
PL101342,53,Self Employed,Self Employed,26600,12.7,5600,107000,4,Home Renovation,2,6200,13600,Family Owned,Unstable,Rejected
PL101343,42,Salaried,Permanent,31100,4.4,800,197000,4,Wedding,3,13000,17200,Owned,Stable,Rejected
PL101344,40,Government Employee,Permanent,35400,9.8,3100,120000,2,Home Renovation,4,12500,21800,Rented,Moderate,Approved
PL101345,21,Government Employee,Permanent,25900,0.2,5300,76000,5,Emergency,1,10100,10300,Owned,Stable,Approved
PL101346,39,Government Employee,Permanent,31500,10.8,5100,73000,5,Medical,3,16200,10400,Rented,Moderate,Approved
PL101347,30,Private Employee,Permanent,23300,4.6,2100,265000,2,Emergency,1,17900,3700,Family Owned,Stable,Rejected
PL101348,26,Private Employee,Permanent,18400,0.5,500,124000,2,Other Personal,2,6000,12000,Owned,Stable,Approved
PL101349,31,Salaried,Permanent,14700,1.9,2400,130000,4,Other Personal,2,5600,6700,Family Owned,Unstable,Rejected
PL101350,31,Private Employee,Permanent,34300,5.6,0,410000,2,Emergency,1,18200,15600,Family Owned,Moderate,Approved
PL101351,24,Professional,Permanent,72500,2.3,12400,512000,2,Debt Consolidation,0,38700,21000,Owned,Very Stable,Approved
PL101352,32,Private Employee,Contract,23000,1.9,3200,184000,3,Travel,1,12300,7600,Family Owned,Stable,Approved
PL101353,54,Business Owner,Business,44200,17.5,4600,76000,4,Medical,2,27900,12300,Rented,Stable,Approved
PL101354,22,Salaried,Contract,53400,1.8,1900,544000,1,Emergency,2,12900,40900,Owned,Stable,Approved
PL101355,38,Self Employed,Self Employed,27400,10.5,4700,68000,4,Emergency,2,12800,9400,Owned,Stable,Approved
PL101356,38,Self Employed,Self Employed,24000,2.2,3900,38000,4,Consumer Purchase,2,8100,12600,Rented,Very Stable,Approved
PL101357,38,Private Employee,Permanent,38400,5.3,1900,249000,5,Wedding,1,10500,25800,Family Owned,Unstable,Approved
PL101358,35,Self Employed,Self Employed,46600,3.9,0,467000,1,Consumer Purchase,3,24500,22300,Rented,Moderate,Approved
PL101359,39,Self Employed,Self Employed,46800,12.4,6700,509000,3,Wedding,3,15500,23400,Owned,Unstable,Rejected
PL101360,22,Government Employee,Permanent,20900,0.4,5200,156000,3,Home Renovation,1,7400,8300,Rented,Very Stable,Rejected
PL101361,31,Salaried,Permanent,80200,9.6,8500,624000,1,Wedding,2,36600,35100,Rented,Stable,Approved
PL101362,33,Private Employee,Permanent,30700,1.2,3200,157000,2,Wedding,2,8300,19700,Owned,Moderate,Rejected
PL101363,53,Salaried,Contract,31300,6.4,5000,270000,5,Other Personal,2,21800,3400,Owned,Stable,Rejected
PL101364,31,Private Employee,Permanent,35800,3.5,1900,321000,1,Debt Consolidation,1,18100,14800,Rented,Stable,Rejected
PL101365,26,Self Employed,Self Employed,54100,3.1,6000,277000,5,Home Renovation,2,20500,29400,Rented,Stable,Approved
PL101366,42,Self Employed,Self Employed,99400,2.6,23800,623000,3,Consumer Purchase,2,39500,33400,Owned,Very Stable,Approved
PL101367,44,Private Employee,Permanent,34700,16.8,5500,329000,1,Wedding,4,19300,9800,Family Owned,Moderate,Rejected
PL101368,35,Business Owner,Business,21600,4.1,6600,207000,3,Medical,0,6100,8400,Rented,Moderate,Rejected
PL101369,21,Business Owner,Business,38100,0.1,6000,186000,2,Medical,0,8600,23500,Owned,Unstable,Approved
PL101370,35,Government Employee,Permanent,43300,8.4,8600,210000,4,Wedding,3,20000,14700,Rented,Stable,Rejected
PL101371,29,Self Employed,Self Employed,26000,2.5,2200,40000,1,Consumer Purchase,2,13800,10300,Rented,Moderate,Approved
PL101372,37,Government Employee,Permanent,18800,3.0,2100,105000,2,Home Renovation,3,8200,8000,Owned,Unstable,Approved
PL101373,28,Professional,Contract,60000,1.7,9400,563000,5,Emergency,0,16400,32500,Rented,Unstable,Approved
PL101374,34,Salaried,Contract,57900,6.5,15100,265000,1,Debt Consolidation,2,43600,1900,Rented,Moderate,Rejected
PL101375,29,Professional,Permanent,36000,3.2,4400,411000,3,Other Personal,3,10400,22900,Owned,Stable,Approved
PL101376,21,Salaried,Permanent,60300,0.1,13800,371000,3,Other Personal,2,22200,22300,Family Owned,Moderate,Approved
PL101377,44,Business Owner,Business,30800,3.1,8100,147000,3,Home Renovation,4,14000,9100,Rented,Stable,Rejected
PL101378,26,Government Employee,Permanent,18800,6.0,6300,154000,2,Wedding,3,6700,5000,Family Owned,Unstable,Rejected
PL101379,36,Salaried,Permanent,54200,2.4,8500,385000,2,Debt Consolidation,4,29200,15800,Owned,Stable,Approved
PL101380,50,Government Employee,Permanent,32300,6.3,5800,322000,5,Emergency,2,18800,8800,Owned,Stable,Rejected
PL101381,28,Government Employee,Permanent,87800,2.6,7600,632000,5,Home Renovation,0,32600,46200,Owned,Stable,Approved
PL101382,40,Salaried,Contract,15600,10.1,2700,68000,3,Consumer Purchase,1,1600,11900,Rented,Moderate,Approved
PL101383,26,Private Employee,Permanent,41700,5.2,7900,415000,5,Consumer Purchase,2,17800,13800,Family Owned,Stable,Rejected
PL101384,40,Professional,Permanent,19600,18.2,2500,137000,2,Medical,1,11300,6400,Owned,Stable,Rejected
PL101385,30,Salaried,Permanent,50600,2.3,400,181000,3,Emergency,2,25100,25400,Rented,Moderate,Approved
PL101386,21,Business Owner,Business,54100,1.0,5600,496000,5,Consumer Purchase,3,27400,21800,Owned,Stable,Rejected
PL101387,41,Salaried,Permanent,23200,8.2,0,212000,2,Medical,0,7800,14700,Owned,Moderate,Approved
PL101388,33,Private Employee,Permanent,73400,6.4,9400,140000,2,Consumer Purchase,0,42700,18100,Owned,Moderate,Approved
PL101389,38,Private Employee,Contract,15000,8.1,500,111000,4,Wedding,1,6500,7800,Family Owned,Stable,Rejected
PL101390,36,Salaried,Contract,41600,11.4,7500,125000,5,Medical,0,20200,17500,Owned,Unstable,Approved
PL101391,28,Salaried,Permanent,40600,1.3,14900,402000,1,Consumer Purchase,1,22900,2100,Family Owned,Moderate,Rejected
PL101392,44,Salaried,Permanent,42000,13.4,9800,293000,2,Medical,0,20200,11000,Owned,Moderate,Approved
PL101393,38,Private Employee,Permanent,52300,8.4,3600,542000,1,Medical,2,26700,21400,Family Owned,Stable,Approved
PL101394,29,Private Employee,Permanent,38400,6.4,9600,66000,3,Consumer Purchase,1,13700,15200,Rented,Moderate,Approved
PL101395,34,Private Employee,Permanent,40000,6.9,6800,154000,1,Other Personal,2,13800,19000,Owned,Very Stable,Approved
PL101396,49,Self Employed,Self Employed,20000,4.2,4100,221000,3,Travel,3,7900,8000,Rented,Very Stable,Rejected
PL101397,33,Self Employed,Self Employed,23100,13.0,2800,61000,4,Wedding,1,12700,7700,Rented,Moderate,Approved
PL101398,33,Salaried,Permanent,28900,1.7,7000,146000,2,Other Personal,4,3700,18800,Owned,Moderate,Rejected
PL101399,47,Government Employee,Permanent,54700,27.0,3200,526000,3,Other Personal,1,19100,32300,Family Owned,Moderate,Approved
PL101400,56,Self Employed,Self Employed,42000,10.5,0,64000,1,Debt Consolidation,1,9900,32300,Owned,Stable,Rejected
PL101401,27,Private Employee,Permanent,36800,1.7,2900,330000,5,Wedding,2,17500,14700,Owned,Very Stable,Approved
PL101402,34,Salaried,Permanent,14000,6.0,2400,92000,3,Wedding,0,3300,8100,Family Owned,Moderate,Rejected
PL101403,34,Private Employee,Permanent,17700,5.5,1500,145000,3,Debt Consolidation,1,4700,11200,Family Owned,Very Stable,Approved
PL101404,44,Private Employee,Contract,38400,6.9,8500,455000,4,Medical,2,11900,17200,Family Owned,Moderate,Approved
PL101405,50,Professional,Contract,26200,4.3,4200,73000,4,Travel,3,11300,11000,Owned,Stable,Approved
PL101406,33,Private Employee,Permanent,29400,5.4,2600,273000,2,Medical,3,14800,11500,Owned,Moderate,Approved
PL101407,21,Professional,Permanent,49000,0.3,7100,460000,3,Wedding,1,16500,23900,Family Owned,Stable,Approved
PL101408,35,Salaried,Permanent,34600,10.0,0,393000,2,Home Renovation,0,13800,22200,Family Owned,Stable,Approved
PL101409,34,Business Owner,Business,16800,9.8,3400,140000,3,Emergency,3,10200,3100,Rented,Stable,Rejected
PL101410,44,Salaried,Permanent,26100,1.6,4300,170000,2,Consumer Purchase,2,9300,13100,Rented,Moderate,Rejected
PL101411,23,Private Employee,Permanent,37900,1.8,2200,240000,3,Other Personal,2,18800,16300,Rented,Stable,Approved
PL101412,30,Business Owner,Business,47400,6.0,11200,224000,4,Debt Consolidation,0,32600,2400,Rented,Moderate,Rejected
PL101413,45,Professional,Permanent,24100,22.9,2200,167000,2,Consumer Purchase,2,11100,9800,Rented,Very Stable,Rejected
PL101414,39,Salaried,Permanent,50400,2.4,7900,440000,4,Medical,4,25800,19200,Family Owned,Moderate,Rejected
PL101415,36,Private Employee,Contract,14000,7.3,1500,161000,1,Other Personal,4,8400,4400,Rented,Unstable,Rejected
PL101416,39,Salaried,Permanent,31100,19.0,0,62000,2,Home Renovation,0,25600,4800,Owned,Moderate,Approved
PL101417,34,Self Employed,Self Employed,16000,6.1,1700,51000,1,Wedding,4,9800,5500,Owned,Very Stable,Rejected
PL101418,24,Self Employed,Self Employed,22100,2.0,0,72000,2,Emergency,1,16500,4500,Family Owned,Very Stable,Rejected
